Time,Transaction_Amount_Ratio,Transaction_Frequency,Merchant_Risk_Score,Customer_Risk_Score,Account_Age_Months,Device_Trust_Score,Location_Risk_Score,Transaction_Velocity,Cardholder_Behavior_Score,Fraud_Risk_Index,Amount,Class
105579,-4.721,-4.512,-3.11,3.325,-1.541,-0.857,0.981,-4.03,3.913,3.702,3266.7,0
48433,3.449,-4.846,-4.36,-1.118,-4.735,0.12,1.317,-3.849,2.972,1.398,2234.53,0
123937,-3.752,1.779,2.851,1.614,-1.007,2.277,1.165,0.524,-2.648,-1.074,4518.92,0
163289,-3.53,1.645,-2.049,0.628,4.563,-3.638,-0.605,-3.293,0.617,4.088,158.51,0
94938,-3.083,1.408,-3.299,3.289,-2.849,1.178,-2.777,1.492,-1.612,3.036,3300.42,0
77637,-0.187,2.435,-4.823,-3.053,0.193,-1.45,-0.699,1.306,-1.016,3.355,2621.21,0
101412,3.645,2.621,-3.238,-4.656,-0.212,-4.478,2.28,1.78,-2.795,1.343,1004.31,0
97329,1.284,-4.218,-3.667,-4.544,-0.338,-1.153,2.543,2.299,0.886,2.18,825.19,0
59444,3.554,-2.773,2.096,-4.445,-4.745,-4.66,-2.04,2.222,-2.682,-2.054,1141.95,0
159033,-1.978,-4.781,3.169,-0.03,0.45,-3.026,4.702,-4.738,4.12,-0.765,3886.56,0
103857,4.558,-4.032,2.962,4.039,4.254,4.579,-1.784,4.777,-4.486,-2.437,1970.21,0
151357,-4.023,1.114,2.655,3.685,-2.856,-1.056,4.314,4.242,-4.203,4.053,3729.87,0
147244,1.407,-1.113,-2.39,3.573,-2.576,-0.976,3.085,0.351,-3.71,2.593,3549.15,0
170772,4.205,1.537,-4.192,-0.986,1.328,-2.308,0.051,0.268,-0.609,-4.92,4773.01,0
30650,-2.125,2.457,1.741,-1.79,-0.217,-2.171,2.944,4.415,4.382,-3.835,1888.13,0
132990,-0.16,1.799,-0.667,3.275,4.655,-4.998,-0.523,-1.854,2.032,-4.393,2693.38,0
58402,-3.328,-4.322,-2.279,2.503,3.803,-1.257,-3.463,0.121,1.806,2.569,3703.08,0
69755,-0.688,-0.663,-2.157,0.272,1.404,1.969,0.187,-4.494,2.244,2.495,683.14,0
77986,-0.513,-2.131,-3.451,1.791,-4.826,-0.302,1.936,-0.664,-0.24,0.499,1053.48,0
94847,2.272,-4.454,1.755,4.356,-3.929,1.51,-2.874,1.498,0.621,3.327,1878.73,0
29006,-2.559,4.556,-4.144,-1.165,-3.853,4.479,-0.712,-3.194,2.315,0.727,4018.58,0
15849,0.478,2.694,-2.779,4.934,-0.832,-4.083,-2.893,2.807,2.5,-1.083,3633.73,0
27655,4.596,1.362,1.796,3.213,0.27,4.239,-4.581,1.313,0.333,-1.399,3766.66,0
93379,-4.852,-3.395,-2.803,0.562,-1.44,2.479,-3.994,-0.306,0.142,-4.646,469.61,0
3878,-0.719,1.701,-4.749,-1.824,-3.978,-3.869,-3.666,-3.67,-2.004,-1.354,2166.89,0
41658,-3.821,2.99,4.629,-3.705,3.731,1.461,-3.284,-3.105,-0.021,-4.021,3258.02,0
96120,-3.494,-3.333,-0.168,-4.761,-2.863,-1.914,1.297,-2.826,-0.492,-3.739,1.54,0
82117,2.581,-2.313,-4.533,-3.837,-1.482,-0.569,1.504,-2.993,-0.162,-0.141,75.01,0
111593,3.075,-3.349,-2.325,-2,-4.146,-2.724,-1.882,-1.623,-3.162,-0.849,1358.75,0
68131,1.085,-4.21,4.556,1.116,-3.099,-0.348,-3.198,4.453,-1.524,2.101,1061.31,0
111385,-0.291,-2.541,4.575,-1.119,0.327,-2.928,-3.022,-3.848,-3.363,-1.589,4901.36,0
23515,,2.483,1.359,-1.531,4.881,-3.018,-1.096,1.651,2.63,-1.653,2726.78,0
30853,-3.347,-4.459,-3.02,-4.64,-1.459,3.935,-0.389,-0.769,2.635,-1.566,861.6,0
42387,-3.324,0.795,-1.721,-3.739,-2.275,-4.38,4.714,0.534,3.977,-2.294,1538.54,0
65987,-0.656,0.698,0.216,0.194,0.974,1.438,0.577,1.971,-2.07,-3.747,3250.7,0
169249,-0.744,1.14,-3.13,-4.113,3.358,0.664,3.789,-1.853,-3.904,-3.909,2116.36,0
31237,4.458,-2.386,4.194,1.882,-3.713,4.279,-0.633,3.276,3.672,-0.039,3486.28,0
12347,-0.652,3.263,3.99,4.962,2.722,-2.878,-0.12,-2.149,-4.834,1.767,3081.07,0
92626,-4.505,-3.765,-4.126,-4.154,-0.302,4.825,-0.531,3.873,-0.267,-3.001,536.98,0
66317,4.477,4.666,4.568,2.942,-0.731,2.444,1.783,-1.376,3.67,-3.82,4294.41,0
96384,-3.38,-2.77,-0.785,-2.876,-4.979,-3.645,-3.318,3.651,2.357,-3.928,544.81,0
110699,-1.266,-2.966,-1.744,0.849,-4.853,-4.956,-0.757,-2.508,-4.345,0.345,3464.1,0
21490,2.826,1.621,0.475,-1.525,1.01,3.395,-0.37,1.499,2.442,-0.241,1028.89,0
58026,2.31,4.673,4.85,-4.974,3.007,3.877,3.198,0.924,1.197,-1.068,3702.51,0
54688,4.862,1.772,4.128,-4.18,3.235,3.853,4.151,2.827,-2.289,2.361,2875.64,0
120679,2.27,1.406,-4.406,-3.319,3.34,-3.858,2.34,-4.209,3.182,-3.746,1652.48,0
113486,,-3.81,-4.289,-0.064,-1.033,-4.123,-3.595,4.187,2.849,2.462,1275.82,0
141953,-4.976,-4.071,-4.184,-2.881,0.714,0.558,1.625,-1.463,-3.245,1.397,4537.46,0
127505,-1.355,-3.399,1.784,-4.572,-1.529,1.595,-1.805,3.292,1.927,1.681,620.76,0
50846,-3.497,-0.726,4.446,1.476,-4.76,4.227,3.563,-2.129,1.305,3.79,2636.08,0
169625,0.428,1.631,3.478,-4.694,4.585,-3.282,-1.255,0.765,-3.254,4.04,1115.53,0
72591,-1.555,error,-2.836,1.911,-1.792,-4.241,-2.501,-1.895,-0.887,3.148,265.87,0
137715,-3.157,4.08,-3.549,2.537,0.14,3.322,-4.971,4.155,-0.483,-1.569,4508.83,1
104640,-1.448,1.414,-4.443,-1.936,-1.085,-1.889,-1.144,1.35,-0.765,4.742,735.68,0
12675,3.076,-2.689,1.011,-0.498,-4.834,-2.094,0.589,-0.106,-1.515,0.337,4692.01,0
139172,-1.756,-1.417,3.139,-0.759,4.081,3.118,1.53,-2.281,-0.413,1.085,3837.21,0
97971,-0.083,0.517,4.852,0.876,3.929,1.25,-2.682,0.329,0.962,4.196,4652.85,0
164058,3.08,0.74,-2.335,0.714,4.327,-4.679,1.722,-4.411,-4.249,2.145,1905.87,0
85902,-1.665,1.622,2.551,-4.673,-1.813,4.017,2.81,-2.779,2.272,4.669,3685.09,0
165802,2.911,-4.303,-0.061,4.155,-4.822,-2.088,3.465,-4.049,3.822,3.018,553.4,0
100625,0.666,-0.154,-2.9,3.175,-1.886,-1.268,-0.584,-4.861,4.007,-4.551,2976.18,0
11252,-4.453,4.548,3.754,1.467,-2.299,-0.899,-3.714,0.327,0.085,-2.601,3928.51,0
96639,0.05,4.506,-0.766,-1.325,1.984,1.199,2.642,1.927,-0.778,-0.394,1469.23,0
73963,2.097,-3.023,4.8,-4.319,1.532,-2.109,1.239,-4.777,-0.928,-0.735,1567.31,0
82771,4.052,-3.929,-2.842,4.115,-3.089,0.851,3.138,4.53,4.503,1.097,2925.37,0
98926,-2.374,-4.773,4.821,3.503,4.784,-4.942,-1.745,2.25,-0.252,3.192,1165.77,0
149204,-4.846,-1.531,3.745,2.953,0.856,-4.771,-3.7,-0.676,-1.201,0.686,428.5,0
13547,2.152,-0.332,3.077,4.795,-2.917,4.101,-4.108,4.536,3.514,-0.714,591.69,0
94135,-3.572,-1.979,4.183,-0.435,-1.382,-3.019,-0.498,-1.586,-1.165,-4.853,4168.41,0
150255,4.549,3.803,2.86,-0.223,-1.588,0.147,-3.086,4.676,-4.934,-2.883,2988.57,0
143265,4.71,2.792,0.416,4.006,-0.568,-2.513,3.767,-3.324,0.6,1.551,2790.39,0
116168,2.273,3.715,2.096,1.014,3.377,-0.158,0.77,1.694,-2.389,3.701,506.71,0
12178,0.698,0.656,-0.761,3.39,2.822,0.523,0.003,4.255,2.883,-2.836,3496.46,0
135779,-3.856,2.248,-4.296,3.692,0.568,3.501,-3.524,-1.37,-1.352,1.313,987.43,0
61305,-2.089,3.553,2.158,4.547,-3.547,3.11,1.642,0.251,-3.106,-4.584,919.66,0
7825,2.384,-1.676,4.815,0.5,-0.325,-2.852,4.607,-3.392,3.487,-1.061,4144.82,0
43488,4.127,1.004,3.328,-1.372,-3.368,-3.212,-4.4,-2.931,-3.758,-4.874,75.1,0
127900,0.004,-3.187,-4.33,-2.109,0.415,-3.934,2.697,-4.394,3.242,3.086,3489.54,0
121914,-2.952,1.767,2.27,0.689,-4.59,-2.177,3.865,0.069,3.148,-1.563,2228.81,0
84479,1.941,-4.848,-4.54,2.053,0.792,-1.799,-2.534,-1.417,-1.951,-0.324,484.91,0
90610,-4.644,-4.136,-0.753,0.746,4.766,-2.135,-1.92,-3.981,-0.985,-0.062,388.94,0
5738,1.08,4.267,-3.481,1.61,2.57,4.655,-2.073,2.159,1.319,-0.756,616.6,0
29146,-0.048,-4.303,1.563,2.519,2.026,0.228,3.53,-0.403,4.084,-4.77,4633.76,0
139937,-4.112,-3.776,4.866,-4.912,1.922,-4.228,3.432,-3.047,1.344,1.199,628.08,0
94586,0.974,3.042,2.495,-4.282,-2.172,0.047,-1.992,-4.257,0.218,-2.574,1058.1,0
102934,-2.676,-4.009,-3.313,0.58,0.036,3.284,-2.622,2.852,3.858,2.4,487.74,0
148743,0.554,-0.771,-2.27,0.255,3.058,-2.115,4.564,-4.66,-4.247,-3.372,2096.57,0
57021,-0.803,-2.876,-0.154,-4.593,-2.079,2.546,-4.439,-4.923,2.758,-0.462,2202.44,1
101098,2.532,-0.914,3.777,4.532,-4.008,-1.532,-1.394,-0.702,0.565,4.635,89,0
109328,1.288,2.804,-1.7,1.189,-0.528,-2.846,0.335,2.075,1.616,-2.102,2818.84,0
84054,1.946,-4.929,-4.12,1.441,-1.159,4.432,1.835,1.461,-1.016,0.819,2406.79,0
162465,2.349,-0.268,0.003,-4.852,4.526,-4.068,2.011,4.578,-3.237,1.242,2742.09,0
99618,-0.358,-2.562,-0.311,-0.715,-2.025,4.839,3.307,1.628,-0.144,-0.371,4662.5,0
21012,-4.456,0.554,-3.194,4.828,0.194,-1.21,0.927,-2.143,-0.698,0.45,426.88,0
139583,3.449,1.989,-4.75,0.165,2.441,1.992,3.299,-4.705,4.658,1.559,1525.23,0
1412,-4.015,-2.568,4.781,-4.658,-3.754,-3.502,0.306,1.194,-1.338,-4.343,1166.18,0
93566,-3.213,2.909,-0.082,3.66,-2.283,4.89,1.928,1.962,4.948,3.326,4689.37,0
122272,3.912,-4.386,2.265,-0.517,0.12,3.782,3.96,-1.887,0.807,-3.181,4039.12,1
156170,4.378,0.072,-1.265,-0.291,0.696,1.763,2.173,2.436,4.061,-3.922,4377.95,0
101339,0.598,2.118,0.202,3.877,-4.715,-2.757,-2.623,-0.712,-0.313,-1.425,964.04,0
89567,-0.542,-3.514,3.903,-1.113,-4.023,-0.669,4.458,1.1,-2.828,-2.472,1632.41,0
62443,-3.958,-1.185,3.82,-1.911,1.603,-2.722,-2.981,-0.075,-3.097,-1.32,2604.98,1
167944,-0.094,-1.378,-1.543,3.175,1.789,-4.417,4.672,-2.552,-3.154,-2.402,4091.09,0
29093,-3.006,-1.136,-3.232,0.607,0.338,-1.369,3.573,1.958,2.826,4.016,2730.92,0
114967,-4.369,2.694,1.743,4.938,-2.045,-1.283,1.536,2.874,-2.75,-3.264,3753.78,0
97333,3.799,1.282,3.318,1.683,-0.347,1.937,4.24,2.579,4.337,-4.745,3571.09,0
155221,0.793,0.636,-1.388,-0.367,-3.52,1.772,-4.575,3.272,0.997,-2.814,1232.71,1
138969,1.816,3.636,-3.654,2.657,2.288,0.559,1.773,-2.597,-4.655,-4.386,2944.12,0
43214,4.002,-2.562,-2.176,-1.802,-4.1,1.095,-3.778,-3.486,1.664,3.351,148.39,0
144626,1.433,-1.164,-0.143,-2.92,3.219,0.768,-2.652,-2.646,-4.95,3.738,4172.61,0
85884,1.777,-4.957,3.655,-0.704,0.558,0.102,-2.676,-0.265,-2.904,-0.537,3299,1
100230,-2.873,2.596,-4.73,1.287,0.351,-2.016,0.718,1.391,2.95,1.286,4261.44,0
121545,0.725,0.009,-3.661,0.641,2.626,-2.119,4.047,-2.115,0.343,0.574,571.68,0
166948,,0.84,1.918,-3.766,3.383,3.394,3.352,-1.858,1.63,1.638,3159.24,0
153058,1.715,2.681,0.236,-4.224,-0.071,3.02,3.646,1.012,2.502,4.91,1684.79,0
117628,0.783,2.11,-0.357,4.864,-0.779,-1.128,2.137,-2.826,3.407,-4.095,4123.36,0
104085,-0.504,3.761,-3.118,0.911,-1.127,-1.096,-1.973,-3.707,-2.764,2.997,4108.62,0
98514,0.782,4.791,2.66,1.081,3.568,-1.146,0.631,0.003,4.585,2.868,2364.8,0
36839,-1.765,3.47,2.106,2.112,0.668,-3.07,4.882,1.612,-4.84,-3.909,798.75,0
1,-4.441,-2.996,3.808,-2.644,3.985,0.554,-2.935,2.718,-3.841,-2.546,3250.3,0
53657,-1.801,-3.251,1.946,-3.996,2.7,1.262,-2.139,-4.776,4.798,4.778,802.21,0
110289,-3.375,2.398,-4.079,4.881,0.811,2.733,-3.456,-4.329,-3.44,0.818,1894.23,0
45330,-3.689,-4.565,0.684,-0.698,1.64,4.185,4.478,-3.578,4.51,-0.35,2888.11,0
144121,-2.192,3.112,3.627,4.146,3.064,-4.741,1.502,-3.111,-0.663,1.21,196.96,0
163387,4.42,1.834,-0.493,-2.581,3.318,2.849,-0.137,-3.311,-0.746,3.838,1439.88,0
156296,-0.396,4.693,4.748,-3.886,-3.429,0.593,0.787,2.616,-2.891,-4.541,1623.63,0
154335,-4.874,0.881,-2.141,1.919,-3.132,-0.129,3.573,2.604,-2.86,3.867,2554.43,0
76087,-1.713,-1.214,-3.045,1.41,2.302,-2.672,2.942,-2.355,-1.893,4.607,742.11,0
39460,-1.134,3.008,0.5,-0.208,-2.554,-4.478,-1.315,2.9,-3.804,-3.896,3544.46,0
92099,-1.608,-0.522,4.855,-0.485,-3.225,4.098,-2.471,2.051,-1.776,0.511,1326.36,0
165098,-3.704,-2.549,1.455,0.274,1.973,-3.662,1.929,-1.475,1.634,-3.489,4315.55,0
163564,-4.955,-1.906,-3.508,0.896,-3.203,4.613,-3.443,-3.206,-1.926,-0.265,13.13,0
70723,3.956,0.519,4.388,4.311,-4.21,-2.241,2.277,-2.618,-3.517,-0.272,2432.59,0
92234,3.279,-0.314,-3.935,4.791,-3.752,-0.825,-3.815,4.376,-3.015,-0.438,4549.88,0
116100,-3.619,-0.945,-3.025,-1.4,-3.902,2.654,0.167,-0.811,-0.129,3.952,3317.6,0
29681,4.509,0.897,1.266,-2.754,4.559,3.345,2.073,3.928,2.796,1.352,1645.2,0
32490,-1.827,3.394,-0.132,-2.004,0.97,-4.872,-4.151,-0.754,-3.416,3.713,1436.73,0
165862,2.631,3.59,-1.228,3.627,2.537,-4.105,-3.807,1.941,1.504,0.273,1860.55,0
76542,-3.896,4.976,-2.768,-1.703,3.633,3.455,3.356,-4.709,-2.566,-2.308,300.06,0
65076,-3.211,-2.686,4.087,-1.043,2.29,4.498,4.401,3.809,4.143,0.524,1543.4,0
5775,-2.942,1.822,-2.459,-1.557,-2.608,2.757,-2.521,-0.496,-1.01,-4.346,87.8,0
38570,2.413,4.826,-1.015,3.159,-4.506,1.946,-0.654,-4.038,2.275,-3.019,2469.66,0
35597,-0.04,-3.441,-3.821,-0.316,2.347,-3.342,-1.271,-0.987,-2.976,-1.951,1056.4,0
109295,-1.055,-2.059,-3.284,1.439,-1.688,-0.542,2.553,3.457,1.875,-1.269,1598.36,0
143801,-4.366,3.171,1.047,-3.735,-0.65,1.575,-3.847,-2.614,-0.507,-1.448,120.76,0
53079,-1.602,0.251,1.488,0.965,4.754,1.857,2.473,-2.659,-0.673,-0.653,1300.1,0
117662,-4.209,3.924,4.063,1.876,2.599,-3.34,-3.171,-3.814,1.875,-2.22,3858.27,0
145203,4.605,3.028,3.628,-1.18,-4.694,0.534,-2.086,-2.639,-3.727,-1.843,2970.89,0
123846,-1.306,-1.596,-2.361,2.084,1.454,-1.966,4.95,-1.553,-3.022,-0.044,4850.82,0
104809,0.767,-0.432,-0.887,0.146,3.569,-3.287,4.322,-1.103,-0.364,2.718,3641.38,0
171630,2.64,4.055,-3.24,-4.779,-1.026,-1.706,-0.913,-1.262,2.537,3.264,651.57,1
36154,1.949,-1.486,-4.061,-2.585,-1.706,1.883,3.183,-0.59,-2.463,-1.581,3605.26,0
49928,4.189,3.813,4.849,3.222,3.334,4.677,-4.845,-1.573,-2.609,-0.939,242.99,0
64611,-1.285,-2.85,1.904,0.388,0.856,-1.403,4.563,0.657,-3.446,-1.09,3865.72,0
1249,1.207,2.292,3.087,-1.512,-1.367,3.932,-4.363,3.279,4.848,-4.735,4585.74,0
172655,-4.203,4.878,-4.975,4.446,-3.076,4.012,2.979,-2.339,4.703,2.58,4976.82,0
148809,3.719,3.06,1.376,-0.647,0.847,0.888,-1.26,1.086,0.056,-1.074,1964.92,0
135949,-1.293,-1.928,3.603,0.116,2.854,3.574,-4.105,4.77,-0.224,-2.721,3178.78,0
72548,4.838,3.034,0.942,0.97,-0.036,4.817,-2.142,-0.72,-0.589,-0.93,2337.75,0
110637,4.291,-3.793,-1.386,-0.075,4.918,-3.306,2.8,2.818,1.379,-4.391,796.06,0
162775,4.994,-1.907,-2.3,2.648,-4.775,-2.728,1.61,1.099,-1.261,-3.496,2701.37,0
136035,1.079,-4.077,3.642,-4.275,2.548,0.975,0.276,3.21,-1.609,3.166,3344.32,0
8644,-2.143,-2.274,1.603,2.003,3.52,-0.781,-2.831,0.136,-0.443,-1.06,2940.2,0
129840,3.996,3.146,0.958,-2.754,-3.454,-1.679,-3.244,4.304,-2.881,-2.28,1699.73,0
19684,0.386,-0.066,1.07,2.308,4.479,-2.63,1.305,4.189,-4.071,0.995,2086.46,0
114055,4.614,2.357,-4.669,3.963,1.073,-0.25,-2.259,3.022,-4.327,4.644,171.41,0
148945,1.233,1.746,4.778,-3.659,2.527,-3.334,2.812,3.929,1.935,4.783,4209.72,0
30306,-2.522,4.56,3.115,-1.625,-3.494,2.024,-0.219,-1.25,1.544,-1.215,4057.77,0
76550,-1.519,-3.042,-2.869,-2.184,3.957,3.081,-3.621,-2.608,-4.022,-2.093,2450.5,0
22376,0.555,2.351,4.236,0.191,-0.276,-0.749,-3.813,-3.962,-3.419,-4.385,2844.69,0
49686,-0.474,-3.396,-4.947,-4.747,-0.612,4.936,-4.735,1.88,-4.858,3.691,102.02,0
150396,0.594,-1.728,-4.453,2.878,3.13,2.416,4.877,-3.786,-0.848,-1.797,3015.17,0
38027,0.155,-2.076,-3.742,0.293,-2.529,-0.532,-1.202,1.553,-2.538,3.878,3233.92,0
130403,-3.84,-3.129,-4.669,-4.838,2.27,3.433,-1.893,-2,0.465,-0.843,4851.12,0
156190,1.246,-3.866,-2.885,2.065,-0.51,0.58,2.376,-0.724,-4.487,1.438,3738.96,0
151797,-1.214,2.628,1.304,4.989,-1.064,3.369,-3.64,4.943,3.559,-2.001,2460.19,0
16380,1.166,1.995,2.72,4.091,4.748,4.585,0.386,4.469,-0.01,-4.978,4630.58,0
114644,0.695,-4.11,4.296,2.738,4.747,-2.922,-2.492,2.849,-2.498,-1.819,2260.21,0
46182,-1.788,1.301,4.385,1.653,0.279,-3.628,2.635,-1.21,-1.071,4.588,726.62,0
16611,-0.62,3.681,0.967,-4.931,-3.179,0.054,-0.369,-4.199,-3.354,2.974,952.18,0
49636,1.541,-4.072,-1.709,3.479,0.605,3.169,0.19,-4.697,4.045,-2.758,4710.08,0
150906,-1.667,2.345,0.415,0.196,1.98,-1.721,-0.68,1.863,-3.871,1.118,2768.66,0
70706,3.701,4.357,3.693,-0.331,-1.691,-2.552,-2.214,-1.52,-1.829,-3.728,902.15,0
131212,4.6,3.305,-1.808,1.434,-1.852,1.237,-3.859,0.993,-0.882,-1.983,1019.05,0
60981,,-1.706,-0.269,1.743,-0.679,-3.489,4.169,-3.297,-2.691,-2.49,2232.82,0
130927,0.358,-4.92,1,4.658,1.15,-4.546,-2.168,-3.625,1.625,0.014,1484.7,0
169107,-2.426,3.779,-3.417,-0.247,0.385,-2.353,1.171,1.869,2.089,-2.673,2561.56,0
68079,1.929,4.526,-0.775,2.939,3.458,3.865,2.832,0.579,3.471,1.247,2129.85,0
57851,-3.876,-1.595,-0.667,2.591,-0.929,4.512,1.466,1.084,-2.719,0.777,881.71,0
9160,-1.877,-1.487,-2.147,-1.389,-3.086,0.592,-0.838,0.747,2.093,-2.488,4685.42,0
146276,-1.384,1.822,4.165,2.681,-1.132,3.442,2.08,0.259,1.093,-1.19,4643.65,0
116301,-2.369,-0.484,2.552,3.303,-3.798,-3.789,0.973,-3.689,-3.683,-1.372,3208.88,0
172314,1.578,-4.958,1.706,3.61,-4.052,-3.823,-4.062,0.46,4.884,4.993,872.44,0
149696,2.92,0.244,-1.05,1.68,-1.356,-4.128,-2.281,4.326,-2.814,-3.222,462.31,0
11417,-1.392,-4.952,0.381,2.544,4.834,2.323,2.208,-1.916,0.262,1.605,1822.65,0
48376,0.849,2.055,3.594,-4.789,0.869,3.272,-3.124,3.599,-0.253,-3.612,1995.8,0
33840,-3.551,2.369,2.073,0.44,-0.783,2.662,-4.512,4.491,0.519,2.146,705.04,0
142688,-4.204,-1.78,-3.463,-4.296,-4.72,-1.623,-2.143,-3.421,-0.334,1.983,3522.42,0
95620,-0.007,-2.265,4.982,-2.429,-1.948,-4.755,0.413,3.999,-1.485,2.54,4365.57,0
159022,1.499,2.379,-2.658,4.209,-3.16,-4.907,-3.491,2.767,-0.775,0.321,1271.09,0
170233,3.639,-2.634,2.909,-4.448,-0.529,2.589,-0.213,-0.699,-0.418,2.294,395.55,0
81732,0.933,2.061,-3.537,-0.772,3.66,3.528,-1.085,-4.415,-2.466,-2.084,4137.92,0
153164,-1.583,2.795,-1.013,-0.575,-3.63,0.635,3.934,-2.298,4.193,-1.811,1320.01,0
21241,-2.028,2.903,-1.687,-4.987,-0.974,2.36,-2.218,-1.796,-1.86,-4.151,1743.85,0
152072,,1.666,4.306,-1.2,1.502,2.75,1.308,-4.711,-1.423,1.715,2198.31,0
152599,3.805,0.134,-2.387,0.143,3.161,-2.223,4.991,-1.424,-3.925,1.788,4933.57,0
8063,-2.896,-0.121,-0.226,1.341,-4.053,0.477,2.669,-3.61,-4.132,-1.679,290.34,0
116465,1.66,-4.121,-0.186,-2.119,-0.452,2.452,-4.752,-0.241,-2.908,-3.624,1623.12,0
149867,4.953,-0.125,-4.805,-0.94,4.052,4.69,0.974,-4.392,0.517,-2.292,3289.17,0
66845,-4.118,1.898,4.291,0.301,-1.705,4.239,-4.856,-2.618,0.469,-4.011,2956.3,0
76252,2.129,0.214,-2.647,3.473,4.082,-1.452,4.068,-1.33,4.21,2.429,4761.97,0
15556,-2.763,-3.639,3.903,-2.567,0.249,4.443,-0.272,-1.798,1.966,3.37,1587.08,0
122389,-4.788,3.693,3.451,4.619,-3.469,2.456,-1.784,1.763,1.243,3.182,3465.68,0
47970,-1.345,-3.061,-2.175,2.956,3.061,4.721,4.751,-3.9,4.522,4.366,3444.69,0
89315,-2.91,0.019,-4.668,1.352,3.52,2.908,-1.938,-2.946,-4.353,-4.341,256.82,0
93561,1.291,1.168,3.152,1.048,4.708,-2.545,2.684,1.705,2.598,-4.968,1055.77,0
17251,0.935,-1.868,1.722,-1.211,1.156,-3.925,2.567,-4.734,-2.702,-0.472,1597.08,0
104303,4.023,-4.29,-1.394,2.062,4.344,-4.348,-2.003,0.36,4.817,3.046,159.41,0
27054,1.209,3.587,1.833,-2.488,2.956,-2.055,2.866,-3.62,-3.076,-0.491,4258.57,0
3905,-1.609,-1.238,2.172,4.074,4.351,1.956,1.446,4.265,0.495,-1.597,4058.97,0
61191,-3.601,1.291,-3.458,-1.476,-1.245,4.254,1.403,-3.555,-3.669,-2.965,283.69,0
158366,4.642,4.514,-1.713,1.262,0.297,-0.006,4.81,-1.374,-0.774,-2.934,3913.2,0
8162,3.187,3.954,-3.273,-1.262,-1.597,0.755,2.74,1.219,1.17,1.174,4116.78,0
46741,0.381,-4.894,1.042,-0.188,3.951,2.598,4.561,-3.169,2.81,-0.815,3226.52,0
3056,2.798,1.045,-3.698,-3.553,0.098,-3.928,0.697,-0.527,-3.878,-0.098,2613.49,0
